ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
9.79,161.06,302.49,5.21,258.04,413.16,12.49,76.23,3.73,1
3.64,238.94,101.02,7.53,337.53,509.15,13.82,49.65,5.45,1
7.06,188.39,205.67,7.44,360.32,656.92,16.27,84.83,4.4,1
6.63,201.67,241.61,7.96,369.62,346.86,17.03,61.21,3.39,1
5.91,215.5,130.87,7.78,334.69,283.4,14.68,55.33,5.65,1
9.48,122.91,563.51,4.22,219.55,480.85,13.53,41.73,4.13,1
8.45,163.95,195.83,6.43,334.66,547.02,18.24,45.67,5.22,1
7.73,227.84,187.68,9.72,333.78,328.85,8.23,66.68,4.6,1
6.86,179.07,275.67,5.89,227.35,391.6,14.67,83.47,4.5,1
5.85,212.16,194.18,8.44,333.78,393.95,17.56,49.39,3.37,1
6.3,172.35,406.82,4.24,302.61,485.67,18.74,64.81,3.71,1
6.65,251.84,55.17,11.14,333.78,339.21,11.93,76.52,4.39,1
7.31,158.71,231.54,4.14,276.55,436.52,10.89,87.91,2.22,1
6.57,192.65,145.99,6.16,314.14,343.9,17.34,53.09,2.82,1
6.0,196.0,161.36,5.69,301.98,336.91,11.99,43.91,4.32,1
7.08,212.91,141.02,9.11,388.79,337.19,8.6,74.58,3.62,1
5.94,222.92,180.62,9.98,421.72,323.5,14.3,51.87,3.94,1
7.59,195.67,174.45,5.31,333.78,517.2,14.8,85.78,4.53,1
6.88,192.02,254.22,7.57,333.78,501.61,10.79,68.29,3.4,1
8.02,211.03,140.34,9.8,389.34,491.08,14.51,35.57,4.31,1
8.78,199.93,194.71,7.42,319.74,324.94,16.31,74.57,3.47,1
6.91,179.21,256.12,7.22,318.99,298.55,11.86,94.34,4.62,1
8.72,181.01,174.31,7.42,333.78,289.2,14.43,55.39,3.91,1
5.97,197.1,225.43,5.66,338.36,410.8,11.17,59.83,3.72,1
4.43,256.21,87.47,9.01,333.78,432.11,16.31,66.4,4.27,1
7.08,134.68,302.12,4.79,234.29,391.82,19.0,66.4,3.84,1
7.08,221.68,101.17,8.03,356.21,508.26,14.06,40.92,3.19,1
8.22,155.76,305.79,3.31,333.78,344.95,13.69,77.18,4.51,1
7.83,176.73,333.37,5.44,286.99,290.12,5.87,75.71,5.2,1
7.95,186.79,151.71,7.83,333.78,406.61,20.54,88.06,3.32,1
6.11,178.45,306.06,5.57,260.77,472.26,16.71,46.55,3.68,1
7.08,226.27,153.8,6.66,333.78,392.56,14.08,50.29,4.52,1
7.14,179.23,198.63,8.11,337.95,364.52,17.38,88.36,3.77,1
7.08,223.51,201.34,7.98,359.23,477.34,10.93,49.15,4.31,1
7.97,156.45,270.08,4.72,333.78,455.84,8.36,52.5,3.17,1
6.64,194.05,203.39,6.03,307.95,412.58,15.89,57.64,4.52,1
6.39,193.05,316.2,7.07,333.78,515.81,13.08,99.64,3.04,1
6.28,205.12,259.73,8.42,383.67,456.54,13.95,32.8,4.6,1
7.99,174.56,345.85,6.59,333.78,543.95,12.2,71.27,4.65,1
5.07,211.69,227.81,5.33,317.1,483.44,14.5,77.21,4.36,1
7.08,164.91,327.68,6.31,285.56,527.2,15.84,59.73,3.5,1
8.15,205.85,156.62,7.01,335.62,555.59,14.86,72.76,2.8,1
7.58,185.05,230.73,5.89,297.51,518.05,12.04,80.31,4.16,1
5.34,198.38,134.93,6.56,328.65,591.36,14.08,61.39,4.1,1
7.87,219.62,127.6,8.08,360.09,350.83,15.7,84.16,2.94,1
5.33,233.14,135.81,7.36,356.42,438.55,10.05,55.23,4.86,1
10.55,185.17,321.51,8.93,333.78,566.38,14.28,85.39,3.95,1
7.08,186.17,180.85,4.95,298.4,347.99,15.72,75.59,3.07,1
7.47,177.23,157.37,6.88,277.11,401.62,11.29,58.24,3.71,1
7.94,211.82,320.71,7.77,290.34,353.34,17.87,78.49,4.11,0
2.69,151.78,302.05,6.05,303.7,377.2,14.12,45.6,4.65,0
9.14,194.82,94.97,6.19,345.71,562.77,13.68,74.42,3.28,0
5.21,192.65,341.84,5.78,282.97,380.43,15.87,80.5,4.45,0
8.65,175.43,98.98,6.05,336.48,410.63,10.07,66.4,5.23,0
7.76,186.69,224.4,7.46,343.0,320.93,19.57,66.4,2.84,0
7.1,177.57,126.92,7.17,333.78,447.03,14.38,60.74,5.46,0
5.36,179.91,270.46,6.52,311.47,408.92,9.7,79.48,3.87,0
6.58,200.73,237.2,8.57,353.01,458.36,13.0,79.53,4.15,0
6.81,209.74,326.02,7.42,341.17,340.03,16.74,42.35,4.4,0
7.08,191.53,128.86,6.98,328.6,596.75,13.45,50.76,2.37,0
5.57,193.16,175.46,9.22,366.2,538.53,13.95,67.14,5.15,0
8.56,216.66,183.37,8.29,311.33,390.94,17.14,39.78,3.69,0
4.48,172.38,131.22,5.28,291.2,413.55,11.87,75.5,2.2,0
3.78,157.85,203.85,4.67,300.05,432.43,12.7,66.4,4.4,0
7.14,184.75,225.75,6.91,333.78,504.87,18.5,66.14,4.14,0
7.08,171.59,147.85,7.4,351.88,366.67,10.5,57.86,3.21,0
7.91,211.38,348.08,8.91,333.78,594.9,16.68,72.05,2.88,0
7.08,193.12,173.89,7.7,382.06,468.94,16.23,67.87,4.22,0
9.13,184.68,104.18,6.85,388.07,371.48,10.44,68.18,3.76,0
5.27,193.17,220.05,6.18,267.83,351.48,15.66,68.62,4.12,0
6.47,241.27,439.59,7.42,306.02,544.6,20.77,89.65,3.79,0
8.25,199.31,139.09,9.37,406.05,423.74,14.8,97.28,4.13,0
7.08,196.43,181.29,8.01,323.55,313.36,18.6,67.96,3.5,0
6.7,176.9,281.41,6.94,333.78,455.97,16.04,40.08,3.81,0
6.43,207.58,268.55,7.09,304.17,418.42,17.92,34.82,4.81,0
7.48,186.09,196.21,8.17,369.19,475.21,12.13,105.17,4.09,0
5.5,164.5,119.5,6.8,302.19,537.54,14.39,69.94,4.66,0
7.52,198.35,201.39,7.18,333.78,603.05,13.77,84.82,3.11,0
7.08,164.09,93.45,5.96,349.02,367.39,13.94,88.77,4.56,0
8.52,208.13,164.46,6.73,372.5,346.37,12.0,80.76,3.36,0
5.69,193.43,187.43,6.56,327.0,448.75,13.62,56.33,4.11,0
6.93,176.97,153.23,5.67,369.34,435.95,21.81,104.75,3.88,0
6.12,226.08,247.0,6.71,298.33,429.71,14.54,71.05,3.69,0
8.58,197.56,158.89,4.87,311.56,464.73,18.74,40.22,3.51,0
5.69,181.58,175.89,7.24,350.78,345.54,16.03,66.4,4.59,0
7.08,199.06,399.28,5.45,259.01,257.96,14.24,52.62,4.06,0
7.23,213.32,231.3,6.19,304.56,624.23,16.98,73.73,4.15,0
7.2,168.64,127.63,6.9,333.78,566.25,12.44,65.75,3.84,0
3.85,190.99,268.95,5.63,333.78,660.25,18.13,78.15,3.58,0
5.9,178.68,174.2,5.29,333.78,473.69,16.44,79.47,5.03,0
7.08,247.45,438.46,7.87,324.24,334.17,16.66,54.24,3.57,0
8.33,213.87,354.78,8.36,346.79,569.1,17.47,62.79,4.4,0
6.89,198.54,262.4,5.15,333.78,436.93,8.63,86.81,3.56,0
5.55,217.02,340.07,6.65,331.4,430.27,15.65,64.98,4.6,0
7.08,175.59,170.92,7.34,323.15,491.73,11.71,52.36,4.32,0
5.39,206.9,204.17,7.31,356.38,525.12,10.22,70.03,4.32,0
7.26,212.52,387.13,5.84,262.1,332.43,14.1,70.3,4.85,0
6.26,180.41,138.26,7.08,346.63,422.6,11.84,77.84,3.99,0
7.03,205.4,218.85,7.28,304.73,442.41,15.84,65.58,2.94,0
6.58,196.13,166.1,6.67,323.37,304.71,12.5,85.68,3.92,0
6.57,159.73,190.45,6.69,283.51,393.63,18.21,67.05,2.77,0
6.62,196.89,160.11,7.26,333.78,264.28,14.41,45.45,5.29,0
7.22,180.19,135.8,5.99,317.96,421.96,12.37,63.45,3.75,0
5.25,191.98,347.94,5.82,333.78,395.71,12.57,54.97,3.49,0
8.13,177.1,132.38,6.68,333.78,450.72,20.6,85.11,3.54,0
6.62,150.72,113.89,6.81,370.75,431.43,7.71,73.63,4.09,0
7.08,206.32,187.52,8.2,344.59,510.49,5.36,61.91,3.29,0
6.22,205.65,329.12,5.95,298.39,414.77,12.13,79.25,2.08,0
5.02,156.97,192.73,6.18,331.56,341.36,16.2,75.3,4.09,0
6.91,210.28,402.9,6.87,294.02,340.7,18.25,84.02,1.5,0
6.31,162.34,208.49,7.09,333.78,387.96,15.05,83.92,4.13,0
7.08,179.32,50.75,8.74,455.45,392.35,16.84,76.24,4.4,0
7.29,180.84,158.23,7.72,333.78,457.52,8.86,37.73,4.4,0
6.63,186.76,309.39,7.7,333.78,330.88,13.82,86.75,3.49,0
8.02,180.06,121.36,6.26,310.07,666.69,17.66,66.59,3.18,0
4.25,168.57,160.74,5.36,261.27,449.05,11.35,86.95,4.12,0
4.27,199.5,256.35,5.91,260.26,300.55,12.2,55.94,4.9,0
9.27,203.25,204.79,6.84,337.3,508.28,19.16,66.4,4.33,0
9.62,210.26,181.85,7.94,333.78,387.33,17.48,65.99,3.17,0
7.09,192.39,255.25,7.35,322.74,548.92,14.52,64.12,3.99,0
3.43,152.48,163.19,5.97,313.06,412.92,9.97,68.51,4.1,0
8.44,242.49,448.97,7.86,333.78,575.94,14.53,50.77,2.5,0
12.25,217.37,113.18,8.47,375.89,347.65,9.76,73.83,3.53,0
7.34,198.53,140.37,5.79,333.78,479.24,11.09,61.1,5.29,0
4.62,192.57,149.82,6.08,333.78,344.15,11.09,88.48,2.63,0
8.31,229.94,184.53,6.9,338.48,464.9,9.51,84.05,4.63,0
4.91,157.24,104.89,6.93,333.78,311.75,11.02,48.53,5.35,0
7.71,178.81,186.1,7.73,333.78,462.2,13.89,64.84,4.24,0
7.08,173.82,265.53,6.29,293.17,366.72,13.27,72.13,3.21,0
7.82,179.22,275.59,7.5,315.45,359.1,12.62,52.38,3.33,0
8.21,189.94,174.48,6.76,333.78,449.41,15.34,54.95,4.15,0
6.96,187.75,134.57,7.36,330.75,350.6,16.72,77.67,4.19,0
7.08,193.93,149.37,7.2,309.45,447.45,12.18,66.4,4.3,0
4.35,157.51,243.52,5.97,287.05,432.64,10.67,44.29,4.44,0
6.63,195.7,214.96,6.55,363.69,335.8,11.4,66.17,2.53,0
8.97,195.74,90.5,7.47,396.45,378.53,17.76,114.21,3.98,0
6.77,194.64,157.19,6.75,339.0,441.73,22.89,75.47,3.24,0
6.72,223.18,415.52,7.74,271.16,463.89,13.17,61.06,2.92,0
7.08,221.39,279.8,6.57,349.62,355.78,9.99,81.96,3.44,0
6.97,218.79,339.34,8.98,361.0,438.81,18.63,71.92,3.27,0
7.08,225.97,326.17,7.38,259.21,355.88,11.12,66.36,3.23,0
7.05,240.85,195.0,8.05,383.67,377.19,12.96,55.52,5.67,0
7.76,196.78,190.25,6.91,392.8,338.43,10.77,76.62,2.73,0
8.58,174.51,64.94,7.04,409.38,403.6,16.12,52.17,3.2,0
6.9,173.15,103.24,7.44,376.81,538.62,10.4,36.75,3.04,0
7.81,203.38,244.7,7.63,321.97,516.65,17.24,80.65,4.1,0
5.92,154.77,97.13,5.33,333.78,386.22,16.58,65.88,4.27,0
7.02,225.35,231.1,5.91,320.54,459.9,13.67,77.34,3.68,0
7.08,189.81,198.88,8.12,415.93,547.03,12.96,70.94,4.89,0
8.13,206.79,258.38,8.68,346.61,472.28,11.63,66.4,2.97,0
6.06,184.37,148.07,5.75,384.82,462.01,14.75,34.27,4.37,0
5.34,211.66,451.67,6.65,279.77,485.96,19.68,70.55,4.24,0
7.08,152.51,113.99,8.73,400.67,385.34,11.68,58.6,5.44,0
5.74,182.94,212.94,6.83,306.54,435.23,11.14,68.61,4.27,0
6.58,182.38,247.23,6.24,333.78,414.35,17.58,78.21,4.4,0
8.07,198.87,182.67,6.9,396.62,376.71,10.92,87.38,3.06,0
6.65,187.95,191.56,5.95,345.36,433.88,20.52,26.14,3.66,0
5.51,164.5,215.44,5.98,333.78,453.88,13.34,55.75,2.78,0
7.08,214.97,361.12,7.09,333.78,414.1,15.87,71.63,2.43,0
6.44,174.78,113.06,6.69,333.78,544.35,17.11,89.12,3.68,0
7.08,194.45,414.61,6.95,239.91,362.5,14.11,58.75,4.89,0
8.25,201.34,249.13,7.88,389.09,415.68,12.84,51.86,3.54,0
2.57,201.6,482.04,6.38,261.72,429.75,10.78,79.72,5.51,0
5.66,186.65,186.79,5.15,313.08,335.51,17.55,59.57,3.57,0
9.0,234.84,209.34,7.98,365.06,444.08,12.17,54.4,3.7,0
5.59,171.33,177.32,5.59,343.04,466.45,13.83,59.38,4.37,0
6.27,159.29,187.11,6.84,314.22,499.6,15.06,68.11,3.27,0
6.92,201.41,165.16,8.46,357.94,336.05,20.93,60.52,4.24,0
8.07,210.27,168.43,8.79,359.52,559.17,17.26,68.74,5.08,0
8.83,196.56,177.0,8.94,379.91,486.86,17.52,61.18,3.79,0
8.65,183.6,129.96,6.2,382.36,489.76,18.08,93.41,3.62,0
7.48,215.43,313.59,7.5,337.46,477.24,12.19,53.91,4.02,0
11.53,183.26,41.12,7.42,398.96,475.26,10.84,69.42,3.0,0
6.45,179.0,231.29,6.35,326.85,371.88,13.18,41.53,3.44,0
8.19,172.29,135.29,7.35,377.46,455.02,7.24,66.4,3.49,0
7.25,210.27,315.62,9.08,333.78,558.53,13.42,73.63,3.32,0
7.89,201.43,205.26,5.63,299.02,303.88,15.25,71.54,3.3,0
6.16,203.02,192.32,8.55,333.78,371.17,8.23,76.66,3.45,0
7.94,170.45,66.26,5.12,372.63,316.02,23.14,73.79,4.27,0
8.28,227.65,179.95,7.49,323.38,459.87,14.36,16.29,3.69,0
4.91,173.78,147.86,5.84,267.56,620.35,7.78,38.79,3.15,0
8.14,182.43,106.74,6.61,333.78,427.55,13.72,77.77,2.57,0
5.12,179.7,262.15,5.5,303.26,369.62,14.76,82.83,3.81,0
6.45,163.45,169.06,5.15,283.22,397.51,16.79,82.02,3.33,0
5.61,204.57,166.16,5.62,316.1,341.52,15.17,73.45,3.47,0
5.75,241.6,318.71,7.3,203.44,495.95,22.76,71.43,5.92,0
6.91,199.64,152.01,5.14,333.78,306.02,15.21,90.58,3.28,0
6.34,228.46,293.43,6.96,333.78,398.18,15.55,92.01,3.75,0
8.12,200.35,254.13,6.55,314.09,411.99,12.42,59.76,4.43,0
7.08,194.17,112.76,7.27,399.28,427.9,15.21,34.47,2.91,0
8.94,218.39,237.74,6.41,324.84,413.0,13.45,63.58,5.17,0
6.45,190.32,220.35,6.91,333.78,353.9,12.16,67.21,3.43,0
8.46,225.71,156.78,6.41,314.33,636.26,10.61,71.96,3.51,0
6.93,210.43,228.02,5.95,333.78,473.8,13.9,64.04,4.15,0
6.26,173.84,254.56,6.23,333.78,482.02,14.24,70.7,4.19,0
5.67,203.45,272.45,6.6,333.78,361.24,11.1,68.92,5.6,0
7.95,211.8,159.38,6.64,385.65,392.17,9.62,40.23,5.43,0
7.5,210.99,237.07,7.15,333.78,484.84,18.08,52.97,4.45,0
4.7,198.91,247.67,7.88,353.48,512.84,19.96,44.35,4.64,0
6.71,203.64,237.48,6.73,342.44,455.97,15.88,63.68,3.86,0
9.5,175.59,44.66,6.42,370.85,406.31,13.75,57.44,4.24,0
4.41,169.74,150.4,6.31,352.92,424.25,14.44,79.17,4.09,0
6.81,166.59,188.52,7.85,333.78,294.38,13.45,54.12,4.12,0
6.98,181.12,175.03,6.93,333.78,181.48,11.6,72.03,4.43,0
6.97,205.98,192.07,7.29,283.48,459.18,17.92,50.88,3.03,0
5.76,184.85,221.59,6.3,347.78,449.44,12.95,65.84,2.91,0
8.4,199.5,167.72,8.12,343.4,402.46,17.24,75.85,2.84,0
8.83,189.98,135.28,7.15,408.59,338.51,18.54,66.4,3.05,0
9.4,162.16,92.26,8.28,333.78,451.52,12.63,80.25,3.53,0
7.59,201.07,192.14,7.71,351.39,451.21,4.37,74.67,3.54,0
5.15,198.33,167.95,6.71,326.95,303.33,12.51,66.38,4.84,0
4.92,191.47,234.25,6.86,333.78,316.42,18.28,43.43,3.61,0
7.08,202.89,245.19,7.22,360.15,492.35,16.74,72.71,4.17,0
7.37,180.74,256.72,7.38,310.57,298.05,12.67,27.56,4.08,0
8.28,200.16,293.82,7.25,333.78,456.47,15.16,70.34,4.77,0
10.2,211.96,217.09,7.49,333.78,395.14,21.52,62.66,3.27,0
4.56,189.26,238.3,7.82,325.17,401.55,13.62,66.4,4.82,0
7.08,205.95,297.44,7.52,333.78,430.25,20.72,82.4,3.89,0
5.2,195.33,230.51,6.96,245.73,473.55,11.66,49.52,3.93,0
9.15,230.56,304.69,7.67,337.56,539.63,16.13,58.13,5.44,0
7.62,204.87,84.03,6.01,418.31,311.18,12.74,67.28,4.24,0
7.81,183.7,98.12,7.61,400.37,539.61,12.35,90.39,4.71,0
7.72,203.35,358.01,7.68,312.92,424.97,18.09,96.44,4.17,0
9.06,197.67,174.04,7.69,337.46,414.77,15.35,63.7,3.32,0
8.08,213.76,216.9,8.77,325.03,508.12,17.04,66.4,5.25,0
5.85,210.44,330.95,6.1,312.38,482.45,11.81,61.94,4.87,0
8.47,199.49,265.59,7.9,351.74,491.52,9.5,66.15,2.94,0
9.23,180.94,103.45,6.06,333.78,397.04,18.22,53.98,3.84,0
8.17,208.28,128.07,5.49,322.92,472.03,13.39,28.57,4.0,0
6.38,211.92,207.09,6.17,278.95,525.08,16.68,74.53,4.99,0
6.99,221.0,207.7,8.36,307.52,326.59,12.29,62.77,4.81,0
10.38,200.0,86.45,9.82,442.76,473.81,14.16,64.16,3.58,0
7.08,182.1,174.23,6.82,333.78,495.51,11.56,85.86,3.57,0
3.59,213.7,334.32,5.54,308.38,465.63,18.13,50.08,4.14,0
7.39,201.06,139.21,7.77,333.78,560.77,14.47,74.37,4.41,0
6.97,158.04,122.57,7.11,371.52,382.44,14.41,78.1,2.96,0
6.7,182.13,243.17,7.01,341.33,479.54,20.09,53.93,4.22,0
7.14,183.43,169.16,6.54,333.78,363.77,10.14,42.32,3.15,0
6.65,213.96,163.88,7.66,357.73,372.69,15.38,31.9,5.14,0
7.08,182.06,178.69,9.83,361.54,359.45,20.21,49.16,4.17,0
7.94,197.05,107.63,7.52,384.79,406.12,16.24,74.61,2.99,0
8.23,182.2,181.32,6.71,335.78,569.93,15.12,63.36,2.78,0
8.67,162.36,38.02,6.28,333.78,337.97,19.27,84.19,3.49,0
5.06,214.53,210.35,9.13,333.78,471.18,13.33,58.19,5.12,0
7.89,176.32,116.98,8.2,376.78,383.02,12.68,57.28,2.87,0
7.04,194.05,167.33,7.7,350.24,504.93,19.7,82.25,3.97,0
8.31,177.17,84.51,5.81,335.87,361.69,14.36,50.93,4.46,0
8.27,168.69,131.82,6.38,298.31,294.3,12.37,79.21,4.41,0
7.08,199.57,253.05,5.96,329.13,287.6,13.79,33.78,4.13,0
7.4,217.94,245.02,5.92,333.78,426.0,12.26,49.5,2.46,0
6.37,183.79,116.2,6.04,343.83,362.78,16.64,73.26,2.61,0
8.41,185.18,299.85,8.18,333.78,489.9,17.7,74.23,4.35,0
7.1,207.54,226.71,6.28,295.59,297.11,17.11,71.02,4.91,0
7.32,196.1,195.34,6.66,297.84,418.08,17.16,69.47,2.98,0
5.2,173.12,111.78,5.89,343.21,390.07,14.16,65.43,3.81,0
7.08,213.47,206.27,8.44,318.74,337.9,7.69,77.0,3.24,0
7.08,215.75,367.76,6.67,294.11,489.89,11.18,66.4,4.75,0
6.28,178.71,169.5,7.87,370.33,388.55,10.97,74.61,3.02,0
6.82,146.13,134.68,6.42,289.58,412.84,14.31,81.53,4.02,0
6.63,209.16,204.88,7.28,332.88,524.88,20.75,60.24,3.16,0
10.3,199.61,112.79,7.46,433.45,461.98,17.1,63.19,3.86,0
6.12,181.31,151.35,5.82,293.84,391.61,11.59,61.95,5.46,0
7.08,196.14,105.4,6.46,359.17,400.68,13.58,45.9,4.15,0
6.85,165.82,60.68,6.13,373.21,442.79,11.12,64.03,4.26,0
7.08,227.08,451.67,8.08,279.76,472.25,17.01,72.61,3.14,0
6.41,197.68,195.05,8.26,333.78,436.06,12.9,66.4,2.2,0
5.12,195.02,172.8,7.03,336.47,446.71,4.86,72.84,3.5,0
3.43,185.34,226.9,8.15,309.22,398.37,10.03,55.95,5.39,0
10.85,236.73,140.36,9.0,333.78,564.9,17.41,66.4,3.13,0
8.73,213.61,188.63,8.67,324.03,396.23,20.06,96.59,4.57,0
10.35,241.67,185.88,8.78,333.78,303.69,13.62,75.13,5.23,0
8.17,192.39,198.09,6.96,377.7,503.52,13.78,59.54,3.99,0
8.03,197.61,252.05,6.5,330.55,490.82,15.11,89.8,2.45,0
8.21,188.28,199.03,5.0,333.78,331.35,15.06,57.81,3.63,0
7.89,203.3,168.54,7.33,339.77,398.99,19.32,58.57,3.51,0
7.08,218.41,113.71,6.87,392.84,284.55,16.1,66.4,3.27,0
5.49,192.51,217.16,5.45,333.78,553.29,13.08,87.28,3.65,0
8.16,162.23,104.95,8.09,423.95,487.32,16.01,69.98,4.13,0
6.87,184.25,144.64,6.76,371.28,497.7,14.78,73.43,3.48,0
5.82,220.13,400.1,6.63,333.78,493.12,12.42,49.13,3.91,0
7.45,203.2,158.25,6.75,333.78,348.95,11.09,91.49,3.93,0
6.9,228.8,459.4,9.56,377.81,392.38,13.87,66.98,3.82,0
7.54,180.12,172.53,5.74,333.78,575.92,14.86,58.75,4.44,0
4.1,168.28,222.07,5.85,333.78,344.87,15.47,34.72,3.81,0
5.33,196.03,240.01,5.73,335.09,511.71,18.59,68.46,5.8,0
6.96,206.82,240.37,7.69,356.63,552.27,8.57,88.62,4.76,0
6.85,177.83,165.16,6.15,308.9,543.0,12.63,60.9,4.71,0
6.28,175.89,115.83,7.06,333.78,430.32,15.67,86.76,3.28,0
6.74,197.37,347.02,5.87,261.07,390.05,17.76,91.38,4.38,0
5.5,184.43,267.44,7.36,332.03,459.64,18.42,71.88,4.12,0
7.58,217.28,363.43,8.53,375.96,393.88,17.44,77.72,3.64,0
5.87,159.43,162.98,5.78,333.78,525.21,11.06,79.29,5.3,0
6.39,220.42,210.51,8.74,348.05,353.37,19.64,48.71,4.73,0
5.82,204.05,371.74,7.87,329.02,466.78,13.99,96.83,4.37,0
5.51,212.56,278.6,6.65,286.47,524.55,13.07,99.92,4.46,0
6.73,192.44,222.96,7.45,333.78,326.35,11.83,66.4,4.36,0
5.2,200.46,372.0,7.4,311.79,573.14,17.24,74.95,3.3,0
7.08,191.01,96.27,6.18,353.06,271.37,13.44,92.49,4.65,0
7.36,215.64,282.63,6.48,333.78,417.61,16.55,56.4,3.93,0
7.07,207.36,225.23,8.06,343.29,503.25,12.17,83.66,4.13,1
5.42,232.39,251.07,6.54,333.78,473.27,10.82,81.22,3.76,1
7.02,222.11,163.51,7.84,353.19,420.14,8.84,66.54,5.25,1
7.08,246.24,69.74,9.81,417.91,355.53,13.33,68.39,4.14,1
6.04,150.67,135.94,6.46,401.74,392.21,19.83,43.56,4.91,1
6.2,246.48,313.7,6.22,333.78,527.0,10.52,62.13,3.57,1
7.68,178.2,202.43,7.1,333.78,363.97,11.91,58.27,3.09,1
8.06,125.71,353.82,4.74,333.78,463.46,7.09,98.59,3.04,1
7.26,200.16,325.95,7.57,324.55,489.27,12.31,45.69,3.97,1
7.08,239.44,154.27,8.73,392.31,364.96,14.16,70.77,3.43,1
6.79,306.63,285.08,6.81,293.08,306.12,9.01,60.91,2.51,1
7.37,204.04,85.25,9.47,429.81,328.57,11.17,88.89,3.68,1
8.84,195.83,116.1,7.87,332.76,514.93,12.29,87.43,2.09,1
7.11,148.62,236.88,7.0,339.11,259.96,17.22,56.04,4.02,1
5.29,194.06,217.76,6.28,359.1,353.77,14.18,33.59,4.55,1
7.17,162.48,396.24,5.41,300.7,507.03,16.56,66.4,4.53,1
7.7,153.81,115.99,8.05,333.78,297.68,12.91,73.69,3.2,1
8.69,219.18,165.6,8.88,355.3,545.23,7.28,73.33,4.69,1
7.08,184.79,181.13,8.32,381.51,530.25,19.39,70.96,3.08,1
7.0,219.14,160.78,7.65,355.69,282.5,17.3,65.07,3.36,1
6.9,173.39,166.17,6.35,329.34,337.44,12.45,60.16,4.49,1
6.38,212.84,242.6,7.36,333.78,342.58,12.33,67.75,2.88,1
9.92,196.6,372.15,7.41,247.93,522.55,5.51,77.83,3.39,1
5.61,271.63,269.55,6.77,296.65,443.87,17.05,72.83,3.35,1
6.28,225.94,228.07,7.39,333.78,328.68,13.23,50.8,3.12,1
7.08,190.27,152.55,7.6,366.19,418.48,13.31,68.94,3.8,1
7.71,191.69,197.9,7.86,340.33,377.93,18.92,58.69,4.43,1
6.35,162.21,223.37,6.87,379.61,337.08,11.71,65.97,3.71,1
7.96,184.83,268.46,7.67,327.24,389.26,11.03,52.51,4.01,1
6.62,164.25,137.77,5.93,333.78,315.2,12.08,61.47,3.8,1
6.0,161.0,211.12,4.34,301.31,384.75,9.26,71.0,4.18,1
6.39,159.17,212.17,5.3,317.26,305.24,16.87,62.15,3.27,1
6.98,223.28,202.87,5.27,282.09,377.0,14.05,67.63,2.37,1
6.35,218.55,186.65,6.69,312.39,503.41,15.42,94.39,3.86,1
6.02,140.87,206.66,6.9,333.78,428.7,8.4,67.29,2.75,1
7.33,159.8,148.84,9.19,411.1,404.2,17.38,51.15,2.88,1
9.24,157.93,315.99,6.78,333.78,464.03,12.05,93.87,3.84,1
6.59,176.61,218.58,4.71,333.78,310.44,14.31,52.7,3.93,1
6.95,225.23,68.75,10.12,429.05,386.58,15.85,59.47,4.1,1
7.08,210.73,136.71,8.55,418.47,352.25,10.35,45.3,3.36,1
7.08,214.73,210.93,7.37,291.28,539.01,14.67,62.26,3.59,1
5.94,214.47,108.15,7.8,333.78,626.13,17.48,59.99,3.89,1
8.25,230.93,328.99,7.02,280.67,364.93,17.05,69.78,4.28,1
6.9,258.53,354.56,4.88,206.25,318.62,13.96,65.87,3.87,1
7.61,210.37,95.84,8.51,371.47,325.68,11.78,86.51,5.55,1
6.59,108.7,342.98,4.95,317.61,324.59,19.5,66.4,3.18,1
7.51,174.61,157.37,8.03,333.78,303.11,17.43,90.66,2.29,1
7.3,143.43,467.19,4.77,252.47,446.84,12.58,60.65,3.16,1
6.79,182.04,256.61,6.94,352.34,419.9,11.84,71.44,4.26,1
7.08,184.04,237.27,4.96,277.68,382.85,10.21,75.56,3.71,1
7.08,194.76,381.19,7.0,333.29,436.93,13.75,60.49,3.36,1
6.69,200.4,370.33,4.73,280.84,376.67,12.49,57.82,2.94,1
6.03,262.81,171.5,9.38,380.3,514.55,20.64,76.53,4.08,1
6.72,218.06,171.8,8.92,393.28,349.0,14.35,57.25,2.4,1
7.49,202.46,265.51,7.12,312.93,306.35,18.0,67.36,4.35,1
7.08,287.37,413.25,5.52,333.78,375.72,13.98,97.86,4.32,1
6.34,106.38,155.7,6.85,441.59,380.43,5.22,48.74,4.36,1
7.38,203.46,13.72,11.13,475.74,361.34,16.55,55.13,3.34,1
7.26,196.65,441.84,5.27,260.43,324.25,8.15,69.38,4.53,1
7.03,147.97,212.27,7.34,387.4,421.1,14.0,51.17,4.75,1
7.61,183.84,293.4,5.7,259.53,426.99,14.01,91.59,4.56,1
6.98,202.26,118.49,7.66,333.78,486.97,16.06,61.85,4.16,1
6.35,97.28,197.43,3.4,305.43,502.92,15.09,86.55,4.53,1
7.32,230.34,246.82,7.43,323.83,349.31,9.5,50.66,3.98,1
6.78,207.05,152.29,6.18,321.4,523.24,12.68,86.17,4.26,1
8.37,155.55,271.93,5.79,333.78,356.52,7.83,69.42,2.75,1
6.64,168.9,365.06,6.06,298.55,474.06,14.3,71.71,4.3,1
